Time Stamp (ms),qw,qx,qy,qz
18221,-0.0333252,-0.184204,0.230286,-0.954956
18255,-0.0327759,-0.18103,0.23175,-0.9552
18288,-0.0354614,-0.186707,0.227295,-0.955078
18322,-0.0393066,-0.194275,0.219788,-0.9552
18355,-0.0431519,-0.20105,0.213745,-0.955017
18390,-0.0457764,-0.205933,0.209412,-0.954773
18423,-0.0491333,-0.206238,0.207214,-0.955017
18456,-0.159668,-0.203613,0.150391,-0.954163
18490,-0.224182,-0.148193,0.161926,-0.949524
18525,-0.250061,-0.088623,0.181335,-0.94696
18558,-0.260559,-0.0216064,0.113708,-0.958496
18591,-0.236084,-0.0247803,0.114502,-0.964661
18626,-0.243713,-0.0592651,0.185852,-0.950012
18658,-0.268005,-0.0982666,0.276184,-0.917725
18691,-0.26062,-0.0616455,0.319458,-0.908997
18726,-0.299194,-0.0213013,0.277405,-0.91272
18759,-0.340332,-0.0135498,0.250854,-0.906128
18792,-0.372986,0.00158691,0.236938,-0.897095
18826,-0.382202,0.00701904,0.229248,-0.895142
18859,-0.384827,0.0098877,0.244812,-0.889893
18892,-0.383667,0.00927734,0.260803,-0.885864
18926,-0.36853,0.00500488,0.300049,-0.879822
18959,-0.307861,0.00408936,0.35022,-0.884583
18994,-0.300049,-0.00701904,0.346436,-0.888733
19028,-0.36145,-0.024353,0.237915,-0.901184
19062,-0.357361,-0.00274658,0.186829,-0.9151
19094,-0.356995,-0.0301514,0.162781,-0.919312
19128,-0.377686,-0.0253296,0.147827,-0.913696
19162,-0.392761,-0.0268555,0.123291,-0.91095
19195,-0.400269,-0.0287476,0.145874,-0.904236
19230,-0.419678,-0.0344849,0.193176,-0.886169
19263,-0.417358,-0.0562744,0.262085,-0.868286
19296,-0.391724,-0.0258789,0.300049,-0.869385
19330,-0.423462,-0.0107422,0.286926,-0.859192
19365,-0.428955,-0.0119629,0.257446,-0.865784
19396,-0.432007,-0.0164185,0.225952,-0.872925
19431,-0.43457,-0.0219116,0.18988,-0.880127
19464,-0.434143,-0.0229492,0.166748,-0.884949
19497,-0.442017,-0.0227051,0.15863,-0.882568
19531,-0.451843,-0.0206909,0.141968,-0.880493
19564,-0.461426,-0.0161133,0.137024,-0.876404
19598,-0.463013,-0.0144653,0.133728,-0.876099
19632,-0.465515,-0.0136719,0.125793,-0.875916
19665,-0.467773,-0.0175781,0.121521,-0.875305
19698,-0.46582,-0.017395,0.125977,-0.875671
19733,-0.465332,-0.0293579,0.123901,-0.875916
19765,-0.464478,-0.0327148,0.125793,-0.875977
19799,-0.453369,-0.0254517,0.188782,-0.870728
19833,-0.329041,0.0232544,0.338257,-0.881348
19865,-0.191772,-0.0254517,0.406494,-0.892944
19900,-0.0731812,-0.119873,0.361511,-0.921753
19934,0.0765991,-0.124207,0.300598,-0.942505
19967,0.208069,-0.09375,0.265747,-0.936646
20001,0.277039,-0.0244751,0.159851,-0.947144
20034,0.300659,-0.0111084,0.146423,-0.942383
20069,0.339966,-0.0203247,0.138977,-0.929871
20102,0.323486,-0.0358887,0.11554,-0.938477
20135,0.319824,-0.0601807,0.102173,-0.940002
20169,0.32074,-0.0722656,0.0905151,-0.940063
20202,0.373657,-0.0731812,0.100037,-0.91925
20236,0.390259,-0.0811157,0.125305,-0.908508
20270,0.429993,-0.0929565,0.131531,-0.888367
20303,0.478271,-0.0974121,0.108948,-0.865967
20337,0.530945,-0.156921,0.0943604,-0.827393
20370,0.558716,-0.260132,0.108093,-0.78009
20404,0.553284,-0.311218,0.117249,-0.763733
20437,0.547974,-0.35144,0.13623,-0.746765
20471,0.565918,-0.324646,0.133484,-0.746033
20505,0.583618,-0.304749,0.122009,-0.742676
20538,0.61322,-0.301331,0.109619,-0.721863
20571,0.614563,-0.304993,0.110535,-0.719055
20606,0.63623,-0.292908,0.124817,-0.702698
20639,0.645569,-0.307068,0.145386,-0.68396
20672,0.635254,-0.361816,0.171875,-0.660278
20707,0.633728,-0.377563,0.184509,-0.649475
20740,0.661804,-0.351746,0.174072,-0.638733
20773,0.680542,-0.343567,0.170898,-0.624207
20807,0.689758,-0.33844,0.172302,-0.616394
20840,0.683044,-0.334534,0.171326,-0.626282
20874,0.675232,-0.336853,0.172546,-0.633118
20908,0.67926,-0.3078,0.155151,-0.647949
20941,0.68927,-0.31427,0.133545,-0.638977
20975,0.69928,-0.334595,0.119629,-0.620239
21008,0.721008,-0.297729,0.10321,-0.617126
21041,0.715515,-0.307678,0.112976,-0.616943
21076,0.711304,-0.281189,0.138672,-0.629089
21109,0.720093,-0.250305,0.107849,-0.638123
21143,0.720642,-0.245972,0.0805054,-0.643188
21177,0.715698,-0.265015,0.0847168,-0.640625
21210,0.716187,-0.240356,0.0695801,-0.651489
21243,0.714111,-0.202393,0.0571899,-0.667725
21277,0.707458,-0.188782,0.0584106,-0.678589
21311,0.693298,-0.206665,0.0776367,-0.685974
21343,0.704529,-0.243225,0.114441,-0.656799
21378,0.704712,-0.233276,0.128235,-0.657654
21411,0.697266,-0.216797,0.131348,-0.670471
21444,0.699402,-0.287476,0.130249,-0.641235
21478,0.684631,-0.310669,0.123413,-0.647705
21512,0.682861,-0.308533,0.107056,-0.653503
21545,0.654236,-0.369629,0.149048,-0.642761
21578,0.673035,-0.345764,0.143311,-0.637878
21612,0.653076,-0.342346,0.152039,-0.658142
21646,0.655396,-0.353882,0.167969,-0.645691
21678,0.679138,-0.32959,0.155884,-0.637085
21713,0.646545,-0.345154,0.197815,-0.65094
21746,0.669617,-0.325684,0.181702,-0.642273
21780,0.657043,-0.310181,0.203613,-0.656189
21814,0.645996,-0.294006,0.190308,-0.678223
21847,0.659058,-0.263428,0.184631,-0.67981
21880,0.669312,-0.237549,0.144348,-0.689026
21914,0.672852,-0.223145,0.155396,-0.687988
21948,0.677307,-0.205322,0.159973,-0.688049
21981,0.662231,-0.175232,0.139587,-0.715027
22014,0.655029,-0.142212,0.133057,-0.730103
22050,0.663208,-0.148682,0.124756,-0.722839
22082,0.661499,-0.223083,0.122559,-0.705444
22116,0.660828,-0.238892,0.134705,-0.698608
22150,0.645203,-0.231934,0.160095,-0.710144
22183,0.64856,-0.192078,0.162231,-0.718445
22217,0.640198,-0.168457,0.15033,-0.734314
22251,0.635742,-0.175842,0.177185,-0.730469
22284,0.65625,-0.233215,0.201721,-0.68866
22318,0.656555,-0.252625,0.187622,-0.685547
22351,0.721008,-0.258545,0.201904,-0.610352
22384,0.77417,-0.27002,0.206299,-0.533997
22418,0.811768,-0.285828,0.186829,-0.473755
22452,0.846558,-0.286011,0.170471,-0.415283
22485,0.854797,-0.247375,0.171936,-0.422546
22519,0.871033,-0.195801,0.184692,-0.410889
22552,0.884827,-0.156433,0.194946,-0.393127
22585,0.894226,-0.124939,0.199768,-0.380615
22619,0.906616,-0.0960693,0.198059,-0.360046
22652,0.916077,-0.0861816,0.188293,-0.343445
22686,0.929932,-0.0930786,0.161011,-0.317261
22721,0.951477,-0.105164,0.102905,-0.270203
22753,0.966675,-0.159546,0.0343018,-0.197144
22787,0.946289,-0.290283,-0.0950928,-0.106079
22821,0.931335,-0.33136,-0.125122,-0.0847778
22855,0.929077,-0.335266,-0.128296,-0.0889893
22887,0.927795,-0.338867,-0.140991,-0.0671387
22921,0.916565,-0.371826,-0.136902,-0.0543213
22956,0.90509,-0.403931,-0.122498,-0.0515137
22989,0.910339,-0.398315,-0.105591,-0.0391846
23022,0.894531,-0.427246,-0.118286,-0.0568848
23056,0.896484,-0.424683,-0.112061,-0.0580444
23089,0.895996,-0.430908,-0.107422,-0.00457764
23123,0.906311,-0.411438,-0.0962524,0.00494385
23157,0.915283,-0.386719,-0.110291,0.024231
23189,0.924011,-0.367493,-0.0953369,0.045166
23223,0.914978,-0.386536,-0.107849,0.0426636
23258,0.930298,-0.347473,-0.113342,0.0309448
23291,0.935547,-0.332214,-0.116211,0.0286865
23324,0.919739,-0.369019,-0.126404,0.0438232
23358,0.912964,-0.388306,-0.117615,0.043457
23391,0.901978,-0.408508,-0.12146,0.0696411
23425,0.90155,-0.406067,-0.115784,0.0942383
23459,0.899536,-0.41095,-0.10614,0.103577
23492,0.894531,-0.424011,-0.0930176,0.106628
23525,0.897644,-0.411865,-0.0884399,0.129456
23559,0.882568,-0.443665,-0.0853271,0.130127
23593,0.885315,-0.436218,-0.0734253,0.14325
23626,0.89325,-0.425781,-0.0598145,0.13147
23660,0.902954,-0.407776,-0.0525513,0.124878
23694,0.894165,-0.435547,-0.0506592,0.0905151
23727,0.888489,-0.450928,-0.0419922,0.0740967
23761,0.894409,-0.440125,-0.0606079,0.052063
23794,0.901184,-0.424683,-0.0654297,0.0570068
23828,0.90033,-0.426575,-0.0506592,0.0697632
23862,0.89563,-0.438049,-0.0539551,0.0552979
23895,0.913696,-0.401245,-0.0581665,0.0283813
23928,0.924805,-0.372498,-0.0775146,-0.00537109
23963,0.93689,-0.3396,-0.0736694,-0.0384521
23996,0.933228,-0.346375,-0.0791016,-0.0536499
24029,0.942871,-0.312561,-0.100281,-0.057373
24064,0.950256,-0.283875,-0.1073,-0.0703125
24096,0.942505,-0.320129,-0.0932007,-0.0230103
24130,0.942261,-0.320496,-0.09198,0.03125
24164,0.932556,-0.338074,-0.10791,0.0662842
24197,0.911194,-0.388672,-0.116455,0.0717163
24231,0.917419,-0.375183,-0.109009,0.0759277
24265,0.895874,-0.432129,-0.0793457,0.0662842
24299,0.905457,-0.407043,-0.0809326,0.0892944
24331,0.886719,-0.441101,-0.0955811,0.10022
24364,0.900269,-0.398315,-0.109375,0.137512
24399,0.902649,-0.398254,-0.0871582,0.138184
24432,0.904175,-0.380432,-0.0101318,0.194153
24465,0.905273,-0.325317,0.0310059,0.271423
24500,0.899048,-0.303772,0.0363159,0.313232
24533,0.884033,-0.33606,0.0648804,0.318298
24567,0.882324,-0.335205,0.0812988,0.320251
24601,0.890503,-0.282593,0.0898438,0.345154
24633,0.890625,-0.300476,0.0951538,0.32782
24667,0.887939,-0.320435,0.10553,0.312683
24701,0.90686,-0.307434,0.0526123,0.283386
24734,0.926514,-0.287659,-0.0338135,0.240173
24768,0.927734,-0.318726,-0.119385,0.153015
24802,0.906128,-0.380493,-0.167297,0.0786133
24835,0.907104,-0.383667,-0.163574,0.0562134
24869,0.901306,-0.412292,-0.130554,0.0253906
24902,0.907471,-0.406555,-0.10321,0.0229492
24937,0.908508,-0.408936,-0.0853271,-0.0067749
24969,0.907654,-0.41095,-0.0853882,-0.000671387
25002,0.90155,-0.416687,-0.115479,0.0172729
25037,0.914368,-0.383789,-0.129089,-0.00250244
25070,0.898193,-0.421997,-0.123047,-0.00732422
25104,0.918091,-0.37439,-0.130005,-0.00305176
25138,0.91571,-0.382263,-0.119019,-0.0351563
25170,0.920288,-0.368225,-0.130676,-0.0186768
25205,0.940613,-0.312378,-0.132202,-0.0118408
25238,0.951233,-0.271606,-0.13562,-0.0540771
25271,0.948547,-0.283936,-0.13092,-0.0497437
25305,0.94928,-0.297241,-0.102478,0.0020752
25339,0.947083,-0.294556,-0.120483,0.0419312
25371,0.941956,-0.307861,-0.130127,0.0323486
25406,0.956299,-0.269287,-0.112488,0.0170288
25439,0.955078,-0.27948,-0.0982666,-0.00494385
25473,0.948608,-0.300354,-0.0991821,-0.00976563
25508,0.951904,-0.28363,-0.111572,-0.0313721
25540,0.948914,-0.281677,-0.118958,-0.0779419
25574,0.939636,-0.311584,-0.117981,-0.0778198
25609,0.940796,-0.295898,-0.125183,-0.108093
25641,0.938721,-0.277893,-0.132568,-0.154968
25675,0.935425,-0.25647,-0.125,-0.208679
25708,0.947266,-0.245422,-0.0878906,-0.186401
25742,0.946106,-0.237671,-0.0773926,-0.206116
25775,0.934753,-0.190063,-0.071167,-0.291626
25809,0.917908,-0.200012,-0.041687,-0.340149
25842,0.902588,-0.221497,-0.0078125,-0.369141
25876,0.885132,-0.257019,0.0162964,-0.387512
25909,0.845215,-0.283508,0.0162354,-0.452759
25944,0.80603,-0.304138,0.0234375,-0.507202
25977,0.799316,-0.294128,0.0298462,-0.523132
26011,0.807922,-0.265808,0.0350952,-0.52478
26044,0.815552,-0.218384,0.0351563,-0.53479
26077,0.813782,-0.200684,0.0383911,-0.544067
26112,0.807556,-0.184204,0.0311279,-0.559387
26145,0.7995,-0.177002,0.0325317,-0.573059
26178,0.794495,-0.196472,0.0404663,-0.573242
26212,0.787109,-0.202576,0.0315552,-0.581787
26245,0.764221,-0.197083,0.0252075,-0.613586
26279,0.750488,-0.184631,0.0369873,-0.633484
26312,0.725586,-0.159851,0.0599976,-0.666626
26346,0.712646,-0.126892,0.0635986,-0.687012
26380,0.702332,-0.0947876,0.0548706,-0.703369
26412,0.699341,-0.0651855,0.0529175,-0.709839
26446,0.702576,-0.0514526,0.0715332,-0.706116
26480,0.691345,-0.0568237,0.0719604,-0.716675
26513,0.679321,-0.0501709,0.0708618,-0.728699
26547,0.680786,-0.0369873,0.0705566,-0.728149
26581,0.676941,-0.0692139,0.0906372,-0.727173
26614,0.667236,-0.0948486,0.112,-0.730286
26648,0.682861,-0.110596,0.12793,-0.710754
26682,0.702209,-0.171814,0.14917,-0.674622
26714,0.708862,-0.191833,0.133728,-0.665466
26749,0.712341,-0.218323,0.131104,-0.653992
26782,0.741394,-0.252319,0.171814,-0.597656
26815,0.761414,-0.30426,0.20697,-0.533691
26850,0.763245,-0.360901,0.213684,-0.491516
26883,0.780334,-0.352905,0.184387,-0.482178
26916,0.790894,-0.325439,0.181152,-0.485596
26951,0.867737,-0.246948,0.162292,-0.399719
26983,0.883667,-0.204895,0.132996,-0.399292
27017,0.898193,-0.181824,0.106995,-0.38562
27051,0.9151,-0.181335,0.0343018,-0.358521
27084,0.893433,-0.233765,-0.046936,-0.380737
27117,0.890015,-0.253113,-0.0905151,-0.368286
27151,0.910156,-0.199829,-0.0639648,-0.3573
27185,0.90802,-0.190491,-0.0352783,-0.37146
27218,0.916199,-0.19696,-0.010376,-0.348816
27252,0.931335,-0.170471,-0.0325928,-0.32019
27286,0.93042,-0.169556,-0.0661011,-0.318115
27319,0.907166,-0.208313,-0.0896606,-0.35437
27352,0.917725,-0.211548,-0.0980835,-0.321533
27386,0.936646,-0.198792,-0.0938721,-0.272644
27420,0.956909,-0.232361,-0.0894775,-0.149292
27453,0.952026,-0.25415,-0.126282,-0.11438
27488,0.944153,-0.266541,-0.180298,-0.0703735
27520,0.936462,-0.271973,-0.213074,-0.0601196
27554,0.933655,-0.27533,-0.221741,-0.0579224
27588,0.940796,-0.249207,-0.217773,-0.0731201
27621,0.948059,-0.223206,-0.205017,-0.0967407
27654,0.94873,-0.229919,-0.196045,-0.0930176
27689,0.935303,-0.289307,-0.186462,-0.0818481
27722,0.938171,-0.302612,-0.150085,-0.0759277
27755,0.919861,-0.344604,-0.172852,-0.0718994
27789,0.907776,-0.359436,-0.199402,-0.083313
27823,0.907837,-0.360718,-0.198853,-0.0785522
27856,0.907776,-0.367371,-0.2005,-0.0286255
27889,0.913086,-0.359375,-0.192444,-0.00811768
27924,0.91156,-0.354126,-0.208008,-0.0199585
27957,0.920654,-0.330933,-0.205994,-0.020874
27991,0.929565,-0.309021,-0.20105,-0.00396729
28025,0.913452,-0.334961,-0.22876,0.0326538
28058,0.929565,-0.306763,-0.197632,0.0519409
28093,0.942383,-0.257263,-0.204956,0.0606689
28126,0.94458,-0.230347,-0.231934,0.0300903
28158,0.952454,-0.214111,-0.216553,0.0108032
28193,0.962036,-0.18158,-0.203308,0.0115356
28226,0.960205,-0.153198,-0.233398,-0.00805664
28259,0.94696,-0.181213,-0.259216,-0.0568848
28294,0.933289,-0.235352,-0.261597,-0.0715942
28327,0.930237,-0.264954,-0.242432,-0.0753784
28360,0.939575,-0.23468,-0.22467,-0.108154
28395,0.925537,-0.210388,-0.238586,-0.205322
28427,0.918518,-0.195374,-0.215942,-0.267517
28461,0.921326,-0.175842,-0.169556,-0.302551
28496,0.894653,-0.179199,-0.115601,-0.392639
28528,0.855713,-0.227417,-0.0581055,-0.461121
28562,0.818787,-0.299316,-0.00408936,-0.489868
28596,0.780701,-0.343628,0.00585938,-0.521912
28629,0.754822,-0.35553,-0.0167847,-0.551025
28662,0.737,-0.354126,0.00439453,-0.575684
28696,0.744568,-0.332031,0.0327759,-0.578186
28730,0.734436,-0.319641,0.0557251,-0.59613
28763,0.725769,-0.303894,0.055603,-0.614685
28796,0.732483,-0.268921,0.0526733,-0.62323
28831,0.728333,-0.2453,0.0479126,-0.638
28864,0.726807,-0.241882,0.0637207,-0.639648
28897,0.743347,-0.228882,0.0597534,-0.625671
28932,0.749573,-0.258789,0.0559082,-0.606628
28965,0.770325,-0.280396,0.0599365,-0.569519
28998,0.797363,-0.295593,0.0238037,-0.525696
29032,0.777649,-0.326843,0.039978,-0.535522
29065,0.746094,-0.363281,0.0690918,-0.553772
29099,0.738098,-0.372009,0.0819702,-0.556824
29133,0.721436,-0.371643,0.0968018,-0.576233
29166,0.714294,-0.362976,0.0914917,-0.591309
29199,0.708923,-0.353638,0.0792236,-0.605042
29233,0.699768,-0.342651,0.0668945,-0.62323
29266,0.699219,-0.332825,0.0625,-0.629578
29300,0.719604,-0.312378,0.0686035,-0.616333
29333,0.730042,-0.295532,0.0773926,-0.611328
29368,0.742004,-0.295898,0.108154,-0.591736
29400,0.791016,-0.292969,0.165588,-0.510986
29434,0.829407,-0.282471,0.150757,-0.457764
29468,0.862793,-0.281006,0.0996094,-0.408264
29502,0.888184,-0.275696,0.0409546,-0.365295
29535,0.899414,-0.296448,0.0390015,-0.318787
29569,0.915405,-0.273254,0.0368652,-0.293335
29601,0.917542,-0.271362,0.0133057,-0.290283
29636,0.921997,-0.256226,-0.0116577,-0.289978
29669,0.925415,-0.269836,-0.0737915,-0.255615
29703,0.917236,-0.308777,-0.114868,-0.223938
29737,0.921936,-0.31897,-0.11084,-0.18988
29770,0.91449,-0.353943,-0.124207,-0.151794
29803,0.904236,-0.373657,-0.13385,-0.157593
29838,0.908997,-0.370911,-0.12439,-0.143921
29870,0.916382,-0.350708,-0.123962,-0.14801
29904,0.907227,-0.368958,-0.128967,-0.155579
29939,0.88446,-0.418335,-0.116211,-0.170959
29971,0.864563,-0.446167,-0.112,-0.202271
30004,0.877258,-0.423218,-0.0811768,-0.211609
30039,0.875183,-0.411499,-0.0692749,-0.244751
30072,0.855103,-0.416016,-0.0492554,-0.305359
30105,0.840393,-0.354431,0.0397339,-0.408081
30139,0.822754,-0.32135,0.0979614,-0.458496
30174,0.777222,-0.349243,0.0592651,-0.52002
30206,0.69043,-0.379272,-0.0201416,-0.615662
30239,0.657837,-0.386902,-0.0205688,-0.645813
30274,0.606018,-0.368408,0.0177002,-0.704773
30307,0.595093,-0.339783,0.0284424,-0.727722
30340,0.582275,-0.347351,0.036377,-0.734131
30375,0.559082,-0.330383,0.00421143,-0.760437
30408,0.554626,-0.30188,-0.0183716,-0.775208
30441,0.565796,-0.2677,-0.0212402,-0.779602
30475,0.575134,-0.225708,-0.0252075,-0.785889
30508,0.556519,-0.198059,-0.0383301,-0.805969
30542,0.536987,-0.179199,-0.00958252,-0.82428
30577,0.491211,-0.17157,0.074646,-0.850708
30609,0.439575,-0.187073,0.138489,-0.867493
30643,0.370056,-0.206482,0.223572,-0.877747
30677,0.242798,-0.240173,0.312012,-0.886597
30711,0.203247,-0.241455,0.323303,-0.892151
30743,0.148621,-0.227844,0.334961,-0.9021
30777,0.119263,-0.213379,0.354858,-0.902405
30811,0.105042,-0.201355,0.369202,-0.901184
30844,0.112671,-0.176758,0.356934,-0.910339
30877,0.10437,-0.158142,0.358887,-0.91394
30912,0.0979004,-0.144287,0.359314,-0.916748
30945,0.0845947,-0.132263,0.355164,-0.921509
30979,0.0897827,-0.113831,0.360657,-0.921387
31013,0.0953979,-0.097229,0.319214,-0.937866
31046,0.102539,-0.0765991,0.278687,-0.951843
31080,0.0894775,-0.0758667,0.272461,-0.954956
31114,0.0839233,-0.0686646,0.297485,-0.948547
31147,0.0893555,-0.083252,0.302795,-0.94519
31181,0.0877075,-0.0924683,0.310852,-0.941895
31215,0.0983887,-0.0935059,0.277832,-0.950989
31247,0.120483,-0.0991211,0.280945,-0.94696
31282,0.129761,-0.109009,0.324219,-0.930664
31315,0.108765,-0.128296,0.348328,-0.92218
31348,0.0755005,-0.147278,0.389404,-0.906067
31382,0.0140381,-0.148865,0.418457,-0.895874
31415,-0.0415649,-0.12616,0.379028,-0.915833
31449,-0.0858765,-0.121033,0.319214,-0.935974
31483,-0.119812,-0.0734863,0.261475,-0.954895
31516,-0.182617,-0.0930786,0.25708,-0.944397
31548,-0.229431,-0.118469,0.278564,-0.925049
31583,-0.277222,-0.135742,0.291138,-0.905518
31617,-0.289551,-0.140686,0.286316,-0.902466
31649,-0.29303,-0.146851,0.281494,-0.901855
31683,-0.311401,-0.144165,0.252808,-0.904602
31718,-0.326355,-0.0988159,0.190796,-0.920532
31750,-0.306946,-0.0078125,0.117004,-0.944458
31784,-0.30719,0.0202026,0.0421753,-0.9505
31819,-0.273315,0.0567017,0.0166016,-0.960144
31852,-0.280151,0.0922241,0.0344849,-0.954895
31885,-0.280701,0.118042,0.0471191,-0.951355
31920,-0.329102,0.140747,0.127441,-0.924988
31951,-0.400696,0.110901,0.21283,-0.884216
31986,-0.432312,0.0792847,0.296204,-0.848022
32020,-0.429993,0.052124,0.351807,-0.829834
32052,-0.441284,0.0244141,0.309631,-0.841919
32085,-0.488464,0.0571899,0.234619,-0.838501
32120,-0.491577,0.0474243,0.212524,-0.84314
32154,-0.480469,-0.0020752,0.175049,-0.859375
32187,-0.483643,0.0185547,0.132935,-0.864929
32221,-0.457336,0.0722656,0.109619,-0.879578
32255,-0.484924,0.0352783,0.0553589,-0.87207
32288,-0.496765,-0.0130005,0.0300293,-0.867249
32322,-0.495605,-0.0413208,-0.000427246,-0.867554
32357,-0.483826,-0.0380249,0.00592041,-0.874329
32389,-0.500122,-0.0452271,-0.0228882,-0.864502
32423,-0.511536,-0.0645752,-0.0249023,-0.856445
32457,-0.498596,-0.0726318,-0.0205688,-0.863525
32489,-0.457031,-0.0580444,-0.00976563,-0.887512
32523,-0.431152,-0.0228882,0.0559692,-0.900269
32557,-0.433655,0.0291748,0.127441,-0.891541
32589,-0.350098,0.0671997,0.150208,-0.922119
32624,-0.330872,0.0707397,0.13739,-0.930908
32658,-0.367981,0.10022,0.17334,-0.90802
32690,-0.364014,0.114929,0.321777,-0.866455
32725,-0.314148,0.127686,0.392273,-0.855042
32757,-0.310486,0.107361,0.385315,-0.862305
32791,-0.305298,0.0857544,0.378784,-0.869446
32825,-0.298706,0.0664063,0.391602,-0.867737
32858,-0.275208,0.0640259,0.381653,-0.880066
32891,-0.284851,0.0614624,0.338196,-0.894836
32926,-0.303772,0.0375366,0.314026,-0.898743
32959,-0.310425,0.0303345,0.316162,-0.895935
32992,-0.297363,0.0289917,0.295105,-0.907532
33026,-0.294312,0.03479,0.296692,-0.907837
33060,-0.276611,0.0426636,0.297729,-0.91272
33093,-0.286194,0.0384521,0.314392,-0.904297
33126,-0.304504,0.0187988,0.345154,-0.887573
33161,-0.378357,-0.0101318,0.41864,-0.8255
33194,-0.47699,0.0419312,0.449951,-0.753845
33227,-0.545166,0.0947876,0.393311,-0.734253
33263,-0.523804,0.190369,0.349854,-0.752991
33295,-0.442017,0.22876,0.412109,-0.763184
33328,-0.399658,0.219727,0.472534,-0.75415
33363,-0.487915,0.183167,0.386963,-0.760681
33395,-0.5047,0.189331,0.290649,-0.790527
33429,-0.450562,0.250427,0.264771,-0.814941
33463,-0.478577,0.224304,0.28009,-0.801331
33496,-0.470093,0.199097,0.265076,-0.817993
33530,-0.489746,0.176819,0.223145,-0.824097
33564,-0.468872,0.18573,0.217651,-0.835632
33597,-0.44043,0.208008,0.279846,-0.827332
33630,-0.359741,0.2052,0.416443,-0.809387
33664,-0.329712,0.19519,0.49115,-0.782288
33698,-0.334106,0.17395,0.500244,-0.779663
33732,-0.363281,0.119324,0.494995,-0.780273
33765,-0.383545,0.108643,0.473816,-0.785217
33800,-0.398621,0.119019,0.439758,-0.795959
33832,-0.427673,0.120483,0.3974,-0.802917
33865,-0.433716,0.11676,0.373047,-0.81189
33899,-0.439026,0.11792,0.353027,-0.817749
33933,-0.44635,0.119385,0.348999,-0.815308
33967,-0.457275,0.120056,0.334045,-0.81543
34001,-0.477539,0.103699,0.310486,-0.815369
34034,-0.481812,0.0755005,0.261353,-0.832947
34068,-0.466248,0.0915527,0.310181,-0.823425
34101,-0.466125,0.0893555,0.377197,-0.795288
34134,-0.483459,0.0953979,0.373718,-0.785828
34168,-0.481201,0.111389,0.34436,-0.798401
34201,-0.49231,0.118164,0.372009,-0.778015
